qacc	sacc	bitscore	evalue	sscinames
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_112789	359	5.75e-99	Blautia glucerasea
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118669	355	7.44e-98	[Clostridium] herbivorans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_176499	353	2.68e-97	Anaerosacchariphilus polymeriproducens
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181885	353	2.68e-97	Hominisplanchenecus faecis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_180914	353	2.68e-97	Anaerocolumna sedimenticola
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_180822	353	2.68e-97	Bilifractor porci
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_179631	353	2.68e-97	Corynebacterium dentalis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_179538	353	2.68e-97	Lachnoclostridium urinimassiliense
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_179494	353	2.68e-97	Luxibacter massiliensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_170495	353	2.68e-97	Blautia faecicola
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_043681	353	2.68e-97	Enterocloster citroniae
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_137405	353	2.68e-97	Anaerobium acetethylicum
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_114392	353	2.68e-97	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117131	353	2.68e-97	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117128	353	2.68e-97	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117127	353	2.68e-97	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117126	353	2.68e-97	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_025390	353	2.68e-97	Parasporobacterium paucivorans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_042953	353	2.68e-97	Anaerosporobacter mobilis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_044048	353	2.68e-97	Coprococcus comes ATCC 27758
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_044713	351	9.62e-97	Acetitomaculum ruminis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_171388	351	9.62e-97	Blautia argi
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_044715	350	3.46e-96	Enterocloster clostridioformis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118731	350	3.46e-96	Blautia hansenii DSM 20583
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_144731	348	1.24e-95	Eisenbergiella massiliensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118354	348	1.24e-95	Syntrophococcus sucromutans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_180800	348	1.24e-95	Eisenbergiella porci
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_179590	348	1.24e-95	Blautia provencensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_179276	348	1.24e-95	Mediterraneibacter butyricigenes
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_036869	348	1.24e-95	Syntrophococcus sucromutans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_114326	348	1.24e-95	Fusicatenibacter saccharivorans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_151894	348	1.24e-95	Anaerotaenia torta
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_024993	348	1.24e-95	[Clostridium] fimetarium
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_024967	348	1.24e-95	Sporobacterium olearium
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_026314	348	1.24e-95	Blautia hydrogenotrophica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_028883	348	1.24e-95	Dorea longicatena
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_044054	348	1.24e-95	Blautia wexlerae DSM 19850
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_104836	348	1.24e-95	Lactobacillus rogosae
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_026103	348	1.24e-95	Anaeromicropila populeti
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118667	346	4.48e-95	Lachnospira pectinoschiza
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_171391	346	4.48e-95	Blautia argi
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_114315	344	1.61e-94	Blautia luti DSM 14534
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_036777	344	1.61e-94	[Ruminococcus] torques
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_152095	342	5.79e-94	Herbinix luporum
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_144735	342	5.79e-94	Bariatricus massiliensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181358	342	5.79e-94	Faecalicatena absiana
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_180986	342	5.79e-94	Sporofaciens musculi
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_119287	342	5.79e-94	Syntrophococcus sucromutans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_115507	342	5.79e-94	Blautia producta
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_179447	342	5.79e-94	Clostridium transplantifaecale
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_121686	342	5.79e-94	[Bacteroides] pectinophilus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_179434	342	5.79e-94	Mediterraneibacter massiliensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_148620	342	5.79e-94	Lachnotalea glycerini
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_171389	342	5.79e-94	Blautia argi
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_028785	342	5.79e-94	[Clostridium] scindens
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_104783	342	5.79e-94	Acetivibrio ethanolgignens
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_116747	342	5.79e-94	[Ruminococcus] faecis JCM 15917
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_026106	342	5.79e-94	[Eubacterium] cellulosolvens
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_165739	337	2.69e-92	Lachnoanaerobaculum gingivalis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181394	337	2.69e-92	Jutongia huaianensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_144612	337	2.69e-92	Frisingicoccus caecimuris
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_119285	337	2.69e-92	[Clostridium] scindens
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118690	337	2.69e-92	[Ruminococcus] gnavus ATCC 29149
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_108636	337	2.69e-92	Natranaerovirga pectinivora
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_148624	337	2.69e-92	Sellimonas intestinalis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_144722	337	2.69e-92	Drancourtella massiliensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118643	337	2.69e-92	Eisenbergiella tayi
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_074652	337	2.69e-92	Lachnoclostridium phytofermentans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117147	337	2.69e-92	Faecalicatena contorta
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117142	337	2.69e-92	Faecalicatena fissicatena
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117141	337	2.69e-92	Faecalicatena fissicatena
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117140	337	2.69e-92	Faecalicatena fissicatena
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_113319	337	2.69e-92	Anaerostipes butyraticus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_152688	337	2.69e-92	Falcatimonas natans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_036800	337	2.69e-92	[Ruminococcus] gnavus ATCC 29149
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_104803	337	2.69e-92	Faecalicatena contorta
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_104800	337	2.69e-92	Faecalicatena fissicatena
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_104737	337	2.69e-92	Eubacterium oxidoreducens
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_116863	337	2.69e-92	Anaerostipes butyraticus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117563	337	2.69e-92	Faecalicatena fissicatena
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_113359	337	2.69e-92	Anaerocolumna aminovalerica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_113199	337	2.69e-92	Anaerocolumna aminovalerica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_116814	337	2.69e-92	Lachnoanaerobaculum umeaense
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_112553	337	2.69e-92	Mediterraneibacter glycyrrhizinilyticus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_136763	335	9.69e-92	Herbinix hemicellulosilytica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118676	335	9.69e-92	Eubacterium xylanophilum
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_024750	335	9.69e-92	Coprococcus catus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181881	331	1.25e-90	Anaerostipes faecis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181393	331	1.25e-90	Jutongia hominis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181211	331	1.25e-90	Blautia liquoris
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_180825	331	1.25e-90	Roseburia porci
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_179548	331	1.25e-90	Coprococcus phoceensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_112051	331	1.25e-90	[Clostridium] scindens
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_179135	331	1.25e-90	Anaerostipes hominis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_178536	331	1.25e-90	Anaerostipes rhamnosivorans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_028915	331	1.25e-90	Anaerostipes caccae
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_025206	331	1.25e-90	Hespellia porcina
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_115502	329	4.51e-90	[Ruminococcus] torques
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118729	329	4.51e-90	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_029248	329	4.51e-90	[Clostridium] nexile DSM 1787
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181395	326	5.83e-89	Qiania dongpingensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_180823	326	5.83e-89	Velocimicrobium porci
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118730	326	5.83e-89	[Clostridium] symbiosum
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_074613	326	5.83e-89	[Eubacterium] eligens ATCC 27750
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_043775	326	5.83e-89	Moryella indoligenes
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_029245	322	7.55e-88	Anaerocolumna aminovalerica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181407	320	2.71e-87	Diplocloster agilis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181406	320	2.71e-87	Diplocloster modestus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181391	320	2.71e-87	Wujia chipingensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117645	320	2.71e-87	Vallitalea guaymasensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_180803	320	2.71e-87	Suipraeoptans intestinalis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_179859	320	2.71e-87	Vallitalea okinawensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_148837	320	2.71e-87	Abyssivirga alkaniphila
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_178281	320	2.71e-87	Anaerobutyricum soehngenii
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_134091	320	2.71e-87	Mobilitalea sibirica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_104758	320	2.71e-87	Lachnospira multipara ATCC 19207
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_044049	320	2.71e-87	Coprococcus eutactus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_104842	320	2.71e-87	Eubacterium uniforme
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118673	318	9.76e-87	Anaerobutyricum hallii
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_148619	315	1.26e-85	Agathobacter ruminis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181369	315	1.26e-85	Clostridium vitabionis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181215	315	1.26e-85	Anaerostipes faecalis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_042007	315	1.26e-85	Roseburia inulinivorans DSM 16841
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_156912	315	1.26e-85	Defluviitalea raffinosedens
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_178367	315	1.26e-85	Catenibacillus scindens
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_173637	315	1.26e-85	Variimorphobacter saccharofermentans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_125677	315	1.26e-85	Vallitalea pronyensis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_159147	315	1.26e-85	Caecibacterium sporoformans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117912	315	1.26e-85	Defluviitalea saccharophila
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_027557	315	1.26e-85	Roseburia intestinalis L1-82
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_125570	315	1.26e-85	Oribacterium parvum ACB1
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117758	315	1.26e-85	Roseburia intestinalis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_042832	315	1.26e-85	Roseburia faecis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_173597	309	5.87e-84	Anaerotalea alkaliphila
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_173596	309	5.87e-84	Butyribacter intestini
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_181403	309	5.87e-84	Roseburia lenta
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_042008	309	5.87e-84	Roseburia hominis A2-183
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_178667	309	5.87e-84	Defluviitalea phaphyphila
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_074809	309	5.87e-84	Roseburia hominis A2-183
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_074634	309	5.87e-84	[Eubacterium] rectale ATCC 33656
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118086	309	5.87e-84	Lachnoanaerobaculum orale
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_125571	309	5.87e-84	Oribacterium asaccharolyticum ACB7
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117792	309	5.87e-84	Stomatobaculum longum
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_104684	309	5.87e-84	Lachnoanaerobaculum saburreum DSM 3986
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_029097	309	5.87e-84	Oribacterium sinus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_025025	305	7.60e-83	Papillibacter cinnamivorans
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117139	303	2.73e-82	Anaerostipes hadrus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_117138	303	2.73e-82	Anaerostipes hadrus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_119188	303	2.73e-82	Johnsonella ignava ATCC 51276
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_044022	303	2.73e-82	Howardella ureilytica
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_102893	303	2.73e-82	Butyrivibrio proteoclasticus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_024661	303	2.73e-82	Eubacterium ruminantium
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_104799	303	2.73e-82	Anaerostipes hadrus
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_025207	303	2.73e-82	Hespellia stercorisuis
M00967:43:000000000-A3JHG:1:1101:16061:3516	NR_118670	300	3.54e-81	Eubacterium ventriosum
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_181198	431	1.20e-120	Turicibacter bilis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_028816	425	5.59e-119	Turicibacter sanguinis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_181926	403	2.62e-112	Bacillus rhizoplanae
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_157736	398	1.22e-110	Bacillus tropicus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_157735	398	1.22e-110	Bacillus proteolyticus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_157734	398	1.22e-110	Bacillus paramycoides
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_157733	398	1.22e-110	Bacillus pacificus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_157732	398	1.22e-110	Bacillus nitratireducens
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_157731	398	1.22e-110	Bacillus mobilis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_157730	398	1.22e-110	Bacillus luti
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_157729	398	1.22e-110	Bacillus albus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_157728	398	1.22e-110	Bacillus paranthracis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_118379	398	1.22e-110	Bacillus anthracis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_180213	398	1.22e-110	Bacillus clarus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_152692	398	1.22e-110	Bacillus wiedmannii
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_115526	398	1.22e-110	Bacillus cereus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_043403	398	1.22e-110	Bacillus thuringiensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_121761	398	1.22e-110	Bacillus toyonensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_113996	398	1.22e-110	Bacillus mycoides
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_113991	398	1.22e-110	Bacillus pseudomycoides
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_113990	398	1.22e-110	Bacillus mycoides
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_074540	398	1.22e-110	Bacillus cereus ATCC 14579
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_175557	398	1.22e-110	Bacillus hominis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_175556	398	1.22e-110	Bacillus paramobilis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_118536	398	1.22e-110	Bacillus anthracis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_170494	398	1.22e-110	Bacillus fungorum
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_113266	398	1.22e-110	Bacillus cereus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_115993	398	1.22e-110	Bacillus mycoides
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_036880	398	1.22e-110	Bacillus mycoides
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_024697	398	1.22e-110	Bacillus mycoides
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_175555	398	1.22e-110	Bacillus sanguinis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_114582	398	1.22e-110	Bacillus cereus ATCC 14579
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_114581	398	1.22e-110	Bacillus thuringiensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_041248	398	1.22e-110	Bacillus anthracis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_116644	398	1.22e-110	Bacillus gaemokensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_115714	398	1.22e-110	Bacillus cereus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_112630	398	1.22e-110	Bacillus cereus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_112780	398	1.22e-110	Bacillus thuringiensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_148248	394	1.58e-109	Bacillus bingmayongensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_114422	392	5.67e-109	Bacillus pseudomycoides
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_125530	392	5.67e-109	Bacillus manliponensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_181573	387	2.64e-107	Viridibacillus soli
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_025627	387	2.64e-107	Viridibacillus arvi
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_117414	383	3.41e-106	Bacillus marcorestinctum
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_165716	381	1.23e-105	Lysinibacillus yapensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_145585	381	1.23e-105	Peribacillus gossypii
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_133704	381	1.23e-105	Bacillus tianshenii
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_125657	381	1.23e-105	Tepidibacillus fermentans
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_109749	381	1.23e-105	Rummeliibacillus suwonensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_025628	381	1.23e-105	Viridibacillus arenosi
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_041521	381	1.23e-105	Rummeliibacillus pycnus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_026144	377	1.59e-104	Sutcliffiella halmapala
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_181860	375	5.71e-104	Bacillus aequororis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_181752	375	5.71e-104	Bacillus aequororis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_181118	375	5.71e-104	Mangrovibacillus cuniculi
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_179652	375	5.71e-104	Vaginisenegalia massiliensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_144587	375	5.71e-104	Kurthia populi
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_109669	375	5.71e-104	Ureibacillus chungkukjangi
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_042136	375	5.71e-104	Peribacillus simplex NBRC 15720 = DSM 1321
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_178580	375	5.71e-104	Bacillus aequororis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_040852	375	5.71e-104	Sutcliffiella horikoshii
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_074914	375	5.71e-104	Bacillus cytotoxicus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_117474	375	5.71e-104	Peribacillus frigoritolerans
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_025437	375	5.71e-104	Globicatella sulfidifaciens
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_115064	375	5.71e-104	Peribacillus frigoritolerans
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_112726	375	5.71e-104	Peribacillus simplex NBRC 15720 = DSM 1321
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_044170	375	5.71e-104	Peribacillus butanolivorans
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_119070	375	5.71e-104	Sutcliffiella horikoshii
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_104284	375	5.71e-104	Peribacillus muralis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_042083	375	5.71e-104	Peribacillus muralis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_116552	375	5.71e-104	Ureibacillus sinduriensis BLB-1 = JCM 15800
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_115934	375	5.71e-104	Bacillus coahuilensis m4-4
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_115933	375	5.71e-104	Bacillus coahuilensis m4-4
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_044037	375	5.71e-104	Bacillus coahuilensis m4-4
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_108492	375	5.71e-104	Cytobacillus purgationiresistens
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_114919	375	5.71e-104	Peribacillus simplex
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_133977	370	2.66e-102	Rossellomorea oryzaecorticis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_149779	370	2.66e-102	Peribacillus loiseleuriae
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_181775	370	2.66e-102	Rossellomorea arthrocnemi
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_181753	370	2.66e-102	Bacillus weihaiensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_181746	370	2.66e-102	Sutcliffiella deserti
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_144702	370	2.66e-102	Kurthia senegalensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_109140	370	2.66e-102	Mesobacillus persicus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_181160	370	2.66e-102	Facklamia lactis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_165694	370	2.66e-102	Bacillus spongiae
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_180757	370	2.66e-102	Sutcliffiella deserti
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_180628	370	2.66e-102	Metabacillus sediminilitoris
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_180561	370	2.66e-102	Bacillus dafuensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_180378	370	2.66e-102	Lysinibacillus antri
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_180067	370	2.66e-102	Planococcus halotolerans
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_180019	370	2.66e-102	Bhargavaea changchunensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_151903	370	2.66e-102	Tepidibacillus infernus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_171442	370	2.66e-102	Planomicrobium iranicum
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_119203	370	2.66e-102	Ureibacillus thermosphaericus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_115724	370	2.66e-102	Lysinibacillus sphaericus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_115529	370	2.66e-102	Lysinibacillus sphaericus
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_148301	370	2.66e-102	Planococcus dechangensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_148273	370	2.66e-102	Bacillus haikouensis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_144712	370	2.66e-102	Bacillus rubiinfantis
M00967:43:000000000-A3JHG:1:1101:21880:3715	NR_119003	370	2.66e-102	Kurthia zopfii
